Size,Building SF,Number Of Units,Number Of Floors,Price Per AC Land,Price Per SF Land,Asking Price,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Floor Area Ratio,Number Of Parking Spaces,Number Of Studios Units,Typical Floor (SF),Number Of 3 Bedrooms Units,Land Area AC,Land Area SF,Star Rating,Net Income,Year Built,Age,Sale Price
13560,13560.0,15.0,2.0,20437956.2,469.21,"5,600,000",0.0,0.0,1.14,28.0,15.0,6780.0,0.0,0.27,11935.0,2.0,224200.0,1984.0,39.0,5600000.0
15188,15188.0,16.0,2.0,16774193.55,385.07,"5,200,000",4.0,12.0,1.12,16.0,0.0,7594.0,0.0,0.31,13504.0,2.0,235847.0,1988.0,35.0,5200000.0
8960,8960.0,8.0,3.0,16464705.88,377.99,"2,799,000",0.0,0.0,1.21,16.0,8.0,2987.0,0.0,0.17,7405.0,2.0,95233.0,1989.0,34.0,2799000.0
3598,3598.0,4.0,2.0,15160703.46,348.0,"2,500,000",4.0,0.0,0.5,12.0,0.0,1799.0,0.0,0.16,7184.0,2.0,88872.0,1990.0,33.0,2500000.0
7314,7314.0,5.0,2.0,12116402.12,278.15,"2,290,000",0.0,4.0,0.89,15.0,0.0,3657.0,1.0,0.19,8233.0,3.0,83222.0,1990.0,33.0,2290000.0
6758,6758.0,4.0,3.0,23800067.45,546.37,"3,250,000",0.0,0.0,1.14,8.0,0.0,2253.0,2.0,0.14,5930.0,1.0,180050.0,2023.0,0.0,3240000.0
9600,9600.0,8.0,2.0,24738781.5,567.92,"4,600,000",0.0,8.0,1.28,16.0,0.0,4800.0,0.0,0.17,7501.0,3.0,203159.0,2006.0,17.0,4260000.0
5138,5138.0,4.0,3.0,13542184.81,310.89,"1,650,000",0.0,0.0,0.98,6.0,1.0,1713.0,2.0,0.12,5227.0,3.0,97373.0,2008.0,15.0,1625000.0
4217,4217.0,4.0,2.0,19375741.34,444.81,"2,395,000",0.0,1.0,0.81,18.0,0.0,2109.0,3.0,0.12,5227.0,3.0,143815.0,2023.0,0.0,2325000.0
5815,5815.0,4.0,2.0,15905337.16,365.14,"2,595,000",0.0,0.0,0.83,8.0,0.0,2908.0,4.0,0.16,6970.0,3.0,142206.0,2017.0,6.0,2545000.0
8625,8625.0,5.0,2.0,18235786.63,418.64,"3,300,000",0.0,0.0,1.16,11.0,0.0,4313.0,5.0,0.17,7405.0,3.0,168020.0,2022.0,1.0,3100000.0
45135,45135.0,42.0,8.0,70905032.09,1627.76,"19,000,000",16.0,18.0,4.2,42.0,8.0,5642.0,0.0,0.25,10751.0,3.0,897899.0,2016.0,7.0,17500000.0
6105,6105.0,4.0,3.0,20002370.02,459.19,"3,100,000",0.0,0.0,0.9,8.0,0.0,2035.0,2.0,0.15,6751.0,3.0,167139.0,2023.0,0.0,3100000.0
6404,6404.0,4.0,3.0,12188080.07,279.8,"2,540,000",0.0,4.0,0.73,10.0,0.0,2135.0,0.0,0.2,8792.0,3.0,117588.0,2022.0,1.0,2460000.0
5115,5115.0,4.0,2.0,17249010.04,395.98,"2,895,000",0.0,0.0,0.73,8.0,0.0,2558.0,2.0,0.16,6970.0,3.0,163116.0,2020.0,3.0,2760000.0
12570,12570.0,8.0,4.0,28236056.72,648.21,"5,500,000",0.0,0.0,1.7,17.0,0.0,3143.0,8.0,0.17,7405.0,4.0,225081.0,2008.0,15.0,4800000.0
10024,10024.0,28.0,4.0,41921596.33,962.39,"5,750,000",20.0,0.0,1.77,8.0,7.0,2506.0,0.0,0.13,5663.0,3.0,299113.0,2018.0,5.0,5450000.0
8253,8253.0,5.0,3.0,30105644.23,691.13,"4,299,000",0.0,1.0,1.36,8.0,0.0,2751.0,0.0,0.14,6077.0,3.0,223389.0,2023.0,0.0,4200000.0
14279,14279.0,9.0,4.0,14490510.54,332.66,"5,000,000",0.0,0.0,2.19,11.0,9.0,3570.0,0.0,0.15,6534.0,3.0,296500.0,2021.0,2.0,4750000.0
18080,18080.0,8.0,4.0,36906606.28,847.26,"5,500,000",6.0,2.0,2.82,11.0,0.0,2312.0,0.0,0.15,6403.0,4.0,194215.0,2017.0,6.0,5425000.0
5000,5000.0,7.0,2.0,30262008.73,694.72,"4,250,000",3.0,0.0,0.99,8.0,4.0,2500.0,0.0,0.12,5038.0,3.0,215664.0,2021.0,2.0,3500000.0
9739,9739.0,29.0,3.0,44212663.12,1014.98,"8,650,000",5.0,0.0,1.18,9.0,24.0,4607.0,0.0,0.19,8276.0,3.0,336000.0,2021.0,2.0,8400000.0
9154,9154.0,8.0,3.0,24698520.0,567.0,"5,975,000",0.0,7.0,0.92,16.0,1.0,3051.0,0.0,0.23,10001.0,3.0,274316.0,2022.0,1.0,5670000.0
16284,16284.0,13.0,3.0,30400000.0,697.89,"7,795,000",0.0,13.0,1.5,23.0,0.0,5428.0,0.0,0.25,10890.0,3.0,293588.0,2007.0,16.0,7600000.0
6014,6014.0,4.0,3.0,26180288.62,601.02,"3,999,000",0.0,0.0,0.99,5.0,0.0,2005.0,0.0,0.14,6098.0,4.0,207948.0,2022.0,1.0,3665000.0
5703,5703.0,4.0,3.0,20561319.94,472.02,"3,449,000",0.0,0.0,0.82,8.0,0.0,1901.0,0.0,0.16,6970.0,3.0,184095.0,2022.0,1.0,3290000.0
7264,7264.0,1.0,2.0,26899171.27,617.67,"3,895,000",0.0,0.0,1.15,8.0,0.0,3632.0,1.0,0.14,6306.0,3.0,213400.0,2023.0,0.0,3895000.0
7577,7577.0,4.0,3.0,27992307.69,642.59,"3,639,000",4.0,0.0,1.34,6.0,0.0,2526.0,0.0,0.13,5663.0,3.0,255150.0,2023.0,0.0,3639000.0
6936,6936.0,4.0,3.0,18333333.33,420.88,"2,750,000",0.0,0.0,1.06,8.0,0.0,2312.0,0.0,0.15,6534.0,2.0,153006.0,2023.0,0.0,2750000.0
5704,5704.0,4.0,2.0,16218750.0,372.31,"2,595,000",0.0,0.0,0.82,8.0,0.0,2852.0,4.0,0.16,6970.0,1.0,153624.0,2023.0,0.0,2595000.0
6400,6400.0,5.0,3.0,15468750.0,355.09,"2,475,000",0.0,1.0,0.92,6.0,0.0,2133.0,2.0,0.16,6970.0,3.0,152212.0,2023.0,0.0,2475000.0
5722,5722.0,4.0,2.0,13529411.77,310.6,"2,300,000",0.0,0.0,0.77,4.0,0.0,2861.0,0.0,0.17,7405.0,1.0,143060.0,2023.0,0.0,2300000.0
