BuildingSF,SalePrice,YearBuilt,LandAreaSF,AvgUnitSF,Coverage,ImprovementRatio,MarketTime,NetIncome,NumberOf1BedroomsUnits,NumberOf2BedroomsUnits,NumberOf3BedroomsUnits,NumberOfOtherBedroomsUnits,NumberOfParkingSpaces,NumberOfStudiosUnits,ParkingRatio,UnitsPerAcre,LocationType,BuildingCondition,BuildingMaterials,PortfolioCounty,BusinessCenter,CommunityWideWiFi,CorporateSuites,DayCare,DisposalChutes,Elevator,EnergyStarLabeled,OnSiteRetail,PackageService,PetWashingStation,PropertyManageronSite,Sauna,Spa,StorageSpace,WiFi
6722,3075000,1989,10019,812,0.335469317682756,47.98,182,106572,1,6,2,0,13,0,1.93,35,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13692,4700000,1979,30265,872,0.226198236089899,66.78,95,106572,14,2,0,0,16,0,2,23,Suburban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7222,2670000,1988,16853,863,0.214259894938482,77.3,48,106572,6,2,0,0,7,0,0,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6310,1074545,1981,10019,812,0.31490797301074,85.07,95,62897,1,6,0,0,8,0,1.14,44,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5670,2100000,1984,7492,700,0.378387468768018,36.51,101,127536,0,8,0,0,8,0,1.25,46,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8966,3090000,1985,5719,812,0.689754290114326,85.07,95,106572,0,0,0,0,6,6,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5085,2460000,1985,7013,700,0.362461429655106,75.16,95,106572,7,0,0,0,14,0,2.75,43,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5734,1590000,1977,8751,730,0.288188916633643,74.33,46,58138,8,0,0,0,8,0,1.4,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4950,2050000,1978,8838,990,0.280030467314844,40,95,106572,0,4,1,0,1,0,1.8,24,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2290,1108000,1983,7841,812,0.292062034486277,38.52,108,82445,3,0,0,1,4,0,1.75,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8320,2100000,1986,6055,1400,0.68705366285484,56.46,95,106572,0,0,0,0,6,8,1.25,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7028,3400000,1986,10083,864,0.348507146727162,20,125,106572,6,5,0,0,15,0,2.13,47,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6246,2100000,1986,9914,812,0.315000944095049,74.33,95,106572,4,5,0,0,6,0,0.96,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11506,2700000,1984,43476,812,0.132325832247371,60.82,95,106572,0,18,0,0,8,0,1.25,44,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5220,3100000,1990,9252,862,0.282096776703865,33.33,95,106572,0,6,0,0,9,0,1.72,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4314,1750000,1979,6852,812,0.314799150261209,57.14,17,106572,0,0,0,0,12,12,1,66.8800000000001,Urban,Poor,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10145,3950000,1990,6499,812,0.63285179358784,47.82,95,106572,2,12,2,0,8,0,1.48,44,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5000,4e+06,1985,4792,670,0.347900492528592,68.49,95,106572,5,0,0,0,10,0,2,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
17040,7650000,1990,33010,812,0.27685744413593,60,96,350410,0,19,0,0,42,0,2.46,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10145,4200000,1990,6499,1100,0.520221715079137,46.85,95,199031,1,8,0,0,17,0,1.68,13,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4056,2300000,1988,6534,812,0.310376492194674,50,99,106572,0,0,0,0,8,4,1.97,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7770,3250000,1987,6881,812,0.376398833948385,70.04,124,172209,1,8,0,0,13,0,1.67,62,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10683,3900000,1986,7841,1075,0.789205183144577,41.18,73,106572,0,0,0,0,7,8,0.66,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12207,4336500,1985,16683,100,0.365810969893571,60,95,198178,17,0,0,0,19,0,1.56,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12150,5175000,1988,8952,1009,0.678651143150148,76.31,71,106572,2,4,5,0,11,0,0.91,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6975,4142677,1988,8969,590,0.388894909624302,76.31,71,106572,12,0,0,0,12,0,1.72,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8910,3e+06,1988,10454,725,0.426136363636364,60,84,106572,0,7,4,0,11,0,2.9888,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6975,2907323,1988,17424,812,0.400309917355372,76.31,71,106572,0,0,0,0,24,12,1.72,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13165,4495000,1985,16596,954,0.396592987859989,49.6,231,106572,1,12,0,0,14,1,1.86,36,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1983,57064,750,0.380768125389916,78.39,95,106572,56.8800000000001,0,0,0,89.4400000000001,0,0.61,44,CBD,Good,Steel,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO
5865,2251000,1978,87378,812,0.0335668163100439,46.34,95,106572,0,4,1,0,10,0,1.71,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5354,1802500,1989,7441,812,0.359763182558917,40,95,106572,4,0,0,0,3,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6951,1150000,1994,6782,812,0.64815846914288,60,95,106572,0,0,0,0,10,10,1.44,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
9438,2760000,1987,6499,812,0.72609472743521,73.11,95,106572,0,0,0,0,6,7,1.27,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7680,2650000,1986,6350,950,0.403152209329226,67.35,186,121454,0,8,0,0,14,0,1.82,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6600,1825000,1990,8705,812,0.379093041724244,52.38,95,106572,4,2,0,0,2,0,0.3,28,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1980,87456.32,588,0.274428255772821,85.07,95,502890.48,56.8800000000001,1,0,0,89.4400000000001,0,0.8,44,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7476,2010000,1995,5663,812,0.440064985519531,75.47,110,106572,1,5,3,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1979,87456.32,1087,0.296237456167167,35.68,95,106572,1,32,7,0,80,0,0.96,44,Suburban,Needs Improvement,Masonry,Los Angeles,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
10780,4178000,1987,6970,812,0.773358585858586,45.95,57,106572,0,0,0,0,16,8,1.48,50,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
31736,1500000,1986,18901,1200,0.51971664094273,82.85,95,106572,0,22,0,0,44,0,2,50,Urban,Needs Improvement,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13459,6785000,1988,56214,1350,0.111697795823047,30,95,222111,0,0,7,0,12,0,0.89,44,Suburban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3746,1400000,1979,5759,812,0.325243459402653,69.7,165,106572,2,2,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6174,2200000,1987,6952,772,0.444033637813542,60.61,78,97666,6,2,0,0,12,0,1.37,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4403,1970000,1976,6753,1400,0.326080534191588,48.81,243,73481,0,4,0,0,5,0,1.14,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9486,2875000,1990,6534,1000,0.64692378328742,63.68,95,106572,0,0,0,0,15,9,1.77,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3500,1670000,1989,4992,711,0.233574840904684,45.75,112,106572,0,5,0,0,10,0,2,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4612,2300000,1987,20909,925,0.220576981940618,55.79,55,104203,0,5,0,0,10,0,2.17,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8400,2450000,1987,14805,812,0.283686295371739,80,95,96285,0,8,0,0,6,0,1.25,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5184,1400000,1989,9148,812,0.283353010625738,45.41,58,106572,0,3,1,0,14,0,1.35,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
23591,9400000,1987,20909,775,0.564116544230181,75,64,391092,16,13,1,0,45,0,1.91,63,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6778,1900000,1976,6752,812,0.334577446014396,43.64,325.44,95000,4,2,1,0,8,1,1.18,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5048,1170000,1986,7710,526,0.654723921287866,44.44,95,106572,8,2,0,0,10,0,0.6,56,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4050,1400000,1977,9593,812,0.211091398822954,65.52,118,106572,1,2,1,0,5,0,1.23,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6393,2325000,1987,6534,812,0.326140189776553,60,95,106572,0,0,0,0,16,8,2.5,53,Suburban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6081,1773500,1987,6970,570,0.436179981634527,71.43,95,106572,0,4,1,0,7,0,1.22,31,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5064,1510000,1989,9148,812,0.27679391315755,44.93,51,106572,0,3,1,0,14,0,1.38,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10380,4150000,1986,10403,812,0.498884143241461,79.49,95,106572,0,0,0,0,9,9,0.87,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12306,6100000,1987,16117,1306,0.381766063584245,66.04,48,106572,0,0,0,0,23,10,1.87,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
8208,2240000,1977,7488,708,0.384332506589102,60,95,106572,8,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9696,3750000,1986,25173,1200,0.192584817165981,75.46,55,106572,0,8,0,0,22,0,2.27,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4930,3325000,1986,4844,1233,0.508890408334489,14.45,40,106572,0,4,0,0,8,0,1.62,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
23206,10270000,1993,14262,924,0.542367642661973,75.02,95,375964,2,22,0,0,16,0,0.69,66.8800000000001,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6499,2678000,1979,8660,812,0.37240416972577,78.74,95,131146,0,6,0,0,12,0,1.86,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1999,87456.32,985,0.630581625188713,52.35,95,502890.48,20,32.4400000000001,2,0,89.4400000000001,28,1.09,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO
38542,13550000,1986,27003,600,0.475764700932983,40,95,106572,56.8800000000001,0,0,0,8,0,1.74,66.8800000000001,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
11997,3560000,1984,11705,812,0.822971779723366,48.72,31,106572,0,15,0,0,24,0,2,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9566,2200000,1977,11238,812,0.318904335817655,40,43,106572,0,0,0,0,16,8,2,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4193,1995000,1982,7915,599,0.264692251983992,40,65,112679,0,0,0,0,12,7,2.86,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14724,5400000,1986,13068,1072,0.5633608815427,53.57,72,259403,0,12,0,0,16,0,0.88,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
22120,9500000,1987,13504,1175,0.635608282235848,62.67,95,106572,0,0,0,0,16,16,0.72,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
22531,9305500,1986,16836,873,0.720185507907488,60.27,95,106572,7,11,0,0,8,0,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11392,4897182,2001,6861,1100,0.822971779723366,49.67,92,106572,0,16,0,0,8,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9944,4202818,1983,6861,812,0.724707391374058,49.67,92,106572,0,0,0,0,8,16,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2789,9e+05,1977,5444,1400,0.512307315322305,74.06,120,106572,0,0,0,2.44000000000005,8,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1989,58370,836,0.732631607801214,78.59,95,502890.48,56.8800000000001,32.4400000000001,0,0,89.4400000000001,6,1.09,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO
72920.6800000001,16114000,1996,78918,804,0.350567956583402,47.07,95,106572,36,19,7,0,89.4400000000001,0,1.12,52,Suburban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
66760,14397500,1996,87456.32,807,0.206460820727923,47.07,95,106572,32,18,7,2,89.4400000000001,0,1.2,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
26322,12216734,1991,18060,812,0.364369254975754,27.64,95,106572,0,30,0,0,8,0,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
56651,11739000,1997,63284,772,0.298385208715105,47.07,95,106572,35,11,7,2,89.4400000000001,0,1.5,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
20980,8750000,2003,13700,812,0.822971779723366,81.22,95,327449,0,0,0,0,17,17,0.7,44,Suburban,Good,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15784,5508000,1988,12632,906,0.624742725056205,51.43,95,106572,8,8,0,0,8,0,1.25,53,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9000,3500000,1988,13151,812,0.342185442610026,60.72,95,106572,14,0,0,0,6,0,0.66,46,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4566,1880000,1978,8712,812,0.262052341597796,40.12,27,100367,7,0,0,0,12,0,2.63,34,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
37597,1.9e+07,1999,23274,879,0.526851555385066,39.61,95,106572,0,21,0,0,8,15,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
41517,1.8e+07,1999,7000,978,0.822971779723366,39.61,95,106572,0,28,0,0,8,8,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
24378,11700000,1999,16631,947,0.623165797697918,39.61,95,106572,2,5,6,0,8,10,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
32162,10600000,1979,37462,734,0.429266235291605,60,325.44,106572,19,15,0,0,73,8,2.27,66.8800000000001,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
23132,9750000,1999,13573,597,0.642585264478134,39.61,95,106572,2,3,0,0,8,16,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4992,2850000,1982,9148,900,0.272858454676637,28.74,95,106572,0,6,0,0,10,0,2,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1985,87456.32,646,0.254999453613926,64.42,95,106572,56.8800000000001,32.4400000000001,0,0,89.4400000000001,28,1.58,44,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO
25566,10750000,1989,14000,1164,0.456494000364567,46.15,95,106572,1,16,0,0,39,1,1.52,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15356,3800000,1984,27784,861,0.276346048742793,51.28,95,130368,8,10,0,0,37,0,2.4,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5755,2500000,1981,17424,812,0.165174471992654,62.77,37,106572,2,6,0,0,13,0,2.26,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15868,7624998,1986,13199,902,0.400721890370855,57.39,95,415740,5,9,4,0,36,0,2.27,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8860,4505201,1988,6970,812,0.749684343434343,48.28,95,106572,0,9,0,0,9,0,1.02,56,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
24217,3138500,1985,13416,1312,0.601648122309279,49.33,95,106572,0,15,3,0,36,0,2,58,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8860,2929350,1988,7614,812,0.387867256925401,48.28,95,106572,0,0,0,0,8,9,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
18978,2752000,1987,11413,1258,0.55429380550824,49.33,95,106572,0,14,0,0,14,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
35851,15875000,1987,25361,1066,0.471202768132908,70.37,95,502890.48,0,21,7,0,60,1,1.67,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
29572,5950000,1986,18848,697,0.607425177251007,85.07,27,106572,24,0,0,0,8,0,0,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO
7417,3025000,1987,18391,812,0.403294388264889,58.68,95,106572,0,0,0,0,18,9,1.33,44,Urban,Good,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
25120,9465000,1984,22216,764,0.565368479806983,73.65,95,106572,26,0,0,0,22,0,0.88,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
29718,7440500,1988,19049,435,0.780049628354308,60,95,106572,0,0,0,0,20,20,0.67,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
21206,6525084,1986,13090,1079,0.77358061021652,61.26,95,106572,18,0,0,0,8,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2000,5974916,1986,1742,1079,0.822971779723366,61.26,95,106572,2,16,0,0,40,0,1.89,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
24318,11550000,1986,11761,812,0.516954052307588,74.19,95,443520,21,3,0,0,43,3,1.77,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
3054,1180000,1993,5728,763,0.384332506589102,63.29,95,52864,0,0,4,0,6,0,1.96,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,8925000,2001,87456.32,622,0.142008815051809,55.12,95,106572,56.8800000000001,26,0,0,8,0,1.25,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
47800,14500000,1983,87456.32,970,0.229866564671313,48.33,95,106572,12,32,4,0,35,0,0.73,17,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
11116,1767000,1987,21780,812,0.255188246097337,65,95,106572,0,0,7,0,24,0,2,16,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9920,3575000,1986,6970,812,0.711662075298439,85.07,37,101486,5,5,0,0,6,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
4322,2150000,1995,7253,812,0.36303521152006,21.88,95,106572,1,2,1,0,12,0,1.34,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8134,1500000,1987,7497,812,0.31814100009124,72.08,95,106572,0,0,0,0,14,8,1.72,44,Urban,Adequate,Metal,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
39450,9680000,1989,61420,1073,0.321151554226989,45.23,95,106572,0,23,7,0,89.4400000000001,0,2,23,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8758,2380000,1987,5850,812,0.748533189472741,72.17,95,106572,0,0,0,0,8,8,0.91,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
