BuildingSF,SalePrice,YearBuilt,LandAreaSF,AvgUnitSF,Coverage,ImprovementRatio,MarketTime,NetIncome,NumberOf1BedroomsUnits,NumberOf2BedroomsUnits,NumberOf3BedroomsUnits,NumberOfOtherBedroomsUnits,NumberOfParkingSpaces,NumberOfStudiosUnits,ParkingRatio,UnitsPerAcre,LocationType,BuildingCondition,BuildingMaterials,PortfolioCounty,BusinessCenter,CommunityWideWiFi,CorporateSuites,DayCare,DisposalChutes,Elevator,EnergyStarLabeled,OnSiteRetail,PackageService,PetWashingStation,PropertyManageronSite,Sauna,Spa,StorageSpace,WiFi
5851,1555000,1941,8206,812,0.356568060446451,85.07,95,87858,0,4,1,0,8,0,1.36,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8034,1925000,1935,8276,812,0.372160104243495,47.7,100,89162,6,0,0,0,6,0,0.97,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
26427,5800000,1922,12001,500,0.734035621017967,60.4,149,232000,0,0,0,0,5,28,1.25,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4000,1050000,1923,7231,812,0.276588447453727,61.54,34,38546,0,3,2,0,11,0,1.5,44,Urban,Poor,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2628,1500000,1938,6800,812,0.345308539356644,3.77,95,60000,1,0,0,0,6,4,2.56,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5824,1500000,1906,7405,812,0.393237184681035,55.31,62,64318,4,0,0,0,6,2,1.03,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6903,2450000,1941,14658,812,0.235435538690976,16.67,95,106572,10,0,0,0,9,2,1.3,34,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3273,1737000,1924,15189,812,0.215479612982025,29.41,95,106572,8,1,0,0,2,0,0.38,22,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6468,3500000,1930,6098,812,0.53030303030303,34.96,15,144000,8,0,0,0,5,0,0.77,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
23520,9e+06,1928,7841,403,0.655290276502398,29.97,95,106572,4,0,0,0,8,28,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
20864,6200000,1928,15899,451,0.289444884712631,29.97,95,106572,12,0,0,0,30,19,0.97,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO
4508,1575000,1940,7501,812,0.30049198563611,30.77,95,75000,5,1,0,0,6,0,1,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4085,1495000,1940,7501,812,0.272229207927656,50.08,101,63607,0,5,0,0,10,0,2,29,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2912,975000,1922,3049,728,0.477502295684114,44.99,95,106572,4,0,0,0,3,0,1.03,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2392,1100000,1923,6727,812,0.177790621514984,41.61,51,47410,2,2,0,0,3,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3672,1500000,1923,4506,917,0.407454825443557,63.7,71,66000,0,4,0,0,8,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5302,2750000,1930,6094,1400,0.453229415475175,58.7,81,111898,0,4,0,0,4,0,0.72,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
909,250025,1940,2951,812,0.154184186056599,43.55,95,106572,0,0,2,0,8,1,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6792,3310065,1924,6970,812,0.578081955922865,30.44,162,106572,0,0,0,0,4,12,0.59,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6290,3215000,1937,6630,812,0.474361621625943,20,71,120241,0,1,2,0,8,2,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12696,3026000,1922,7473,812,0.343236612868844,47.37,93,106572,12,0,0,0,14,0,0.24,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4049,1999935,1937,7405,812,0.273321449792038,30.44,162,106572,0,4,0,0,7,3,1.73,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6158,3050000,1923,17071,812,0.180362627879388,21.76,89,98086,3,2,1,0,11,0,1.79,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5924,2e+06,1929,8712,812,0.339990817263545,20,278,111233,6,2,0,0,4,5,0.68,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5752,1225000,1910,5227,812,0.550198959289868,14.29,95,106572,4,1,0,0,8,0,0,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3444,1200000,1939,5262,812,0.327249010271286,29.17,206,73200,4,0,0,0,8,2,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2388,925000,1926,8046,812,0.296810701890192,40.93,115,44948,0,0,1,0,7,5,2.04,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3726,525000,1911,5005,812,0.372224499924476,49.68,113,106572,4,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
26160,7200000,1928,9331,510,0.700923160816209,45.73,138,106572,8,0,0,0,8,28,1.25,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
7884,5650000,1939,6970,812,0.565599173553719,46.12,28,154963,7,1,0,0,8,4,1.01,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
22394,4800000,1927,7527,542,0.743705999387818,45.73,138,106572,8,0,0,0,8,24,0,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10209,3e+06,1928,6970,400,0.732466712580349,37.5,126,106572,1,0,0,0,8,19,0,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3528,2050000,1922,2788,812,0.632747933884298,55.4,42,69495,1,3,0,0,8,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3080,1600000,1930,7985,812,0.385724003955424,17.99,174,69621,2,2,0,0,3,0,0.97,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3076,1494800,1909,29751,1200,0.103391479164012,40,99,106572,0,3,2,0,8,0,0,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3544,2250000,1924,5698,812,0.622011047365509,47.73,95,106572,6,0,0,0,4,0,1.12,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4194,2050000,1915,7754,649,0.270452223976228,41.19,172,106572,0,0,0,0,8,12,1.91,61,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4424,1695000,1920,8268,1100,0.267547590088063,45.45,46,106572,0,0,1,2.44000000000005,4,0,0.4,26,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4564,8e+05,1925,14810,812,0.308161832226003,35,95,106572,3,2,1,0,6,0,1.31,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4320,1595000,1923,7405,812,0.583373845405931,70.35,145,90890,4,0,0,0,8,4,0,47,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1530,8e+05,1915,9261,812,0.165211509605592,72,95,106572,2,0,0,0,2,0,1.3,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4004,3078000,1923,11259,575,0.355626704581234,29.45,43,106572,7,0,0,0,3,0,0.75,27,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14811,2140000,1910,18543,812,0.13185218835805,37.19,95,106572,0,0,0,0,7,17,0.18,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3796,9e+05,1941,7593,812,0.249967502907617,68.23,78,106572,6,0,0,0,8,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4924,1325000,1927,9148,821,0.538283265555993,54.05,99,63102,1,4,1,0,6,0,1.22,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14140,2700000,1925,9090,812,0.777776579882055,46.43,189,113273,11,7,0,0,8,0,1.25,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6364,2825000,1926,8542,812,0.372507233570698,25,160,109018,0,0,0,0,6,6,0.92,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4930,1590000,1928,6852,1233,0.359749608434808,29.41,95,39106,0,4,0,0,5,0,1.01,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2605,1350000,1923,9026,812,0.288622447713357,24.18,86,106572,3,1,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12288,7100000,1923,17424,708,0.352617079889807,63.33,95,106572,16,0,0,0,21,0,1.7,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4194,3250000,1922,8699,812,0.482128150904042,41.35,95,130000,8,0,0,0,8,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4284,1174671,1922,8276,812,0.384332506589102,60,95,106572,0,0,0,0,8,8,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10588,3100000,1910,10454,442,0.337561218243036,29.45,108,106572,3,0,3,0,10,0,0.94,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2632,3076000,1925,2710,812,0.485609214471745,29.52,95,148835,4,0,0,0,9,0,1.9,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4300,3200000,1922,7170,812,0.299861533706668,35.71,95,125120,5,0,0,0,8,0,1.4,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7394,2750000,1911,10019,812,0.369006268215754,40,265,106572,8,0,0,0,6,0,0.81,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7393,1485000,1909,7510,850,0.49229374529944,61.37,63,74294,4,0,0,0,6,6,0.81,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4872,1255000,1924,5014,930,0.48586329290855,72.98,88,32582,0,0,5,0,5,0,0.41,43,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3492,1200000,1912,15146,812,0.115279392085416,47.29,95,69888,0,1,0,0,4,6,1.14,44,Urban,Poor,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3617,7164000,1939,8930,812,0.471567112365339,29.41,95,106572,4,1,0,0,8,0,1.66,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2400,1250000,1924,11282,812,0.212727485454758,31.83,95,56990,0,3,0,0,6,0,2.5,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9336,1750000,1939,12090,812,0.386104505784992,60.6,126,79001,2,5,1,0,13,1,1.39,32,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7001,1200000,1902,7000,812,0.500136283923126,20,59,106572,0,0,4,0,8,0,1.25,44,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3338,955000,1940,9418,812,0.354440035711586,23.08,95,106572,5,0,0,0,7,0,2.1,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1536,2350000,1925,2614,318,0.587695133149679,12.5,54,171000,5,0,0,0,8,0,0,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2099,1680000,1915,7405,812,0.283449467941447,20,76,106572,2,2,0,0,8,0,1,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6417,2200000,1936,7433,812,0.482443743036955,32.79,95,73976,4,1,0,0,5,0,0.77,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3342,1465000,1916,4146,1400,0.40303936544093,46.52,95,80575,1,1,2,0,10,0,0.83,62,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
45088,18145454,1925,14998,150,0.751581508321138,65.69,95,502890.48,56.8800000000001,0,0,0,8,0,0.26,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3632,2200000,1939,6752,812,0.268965312953583,30,95,106572,3,1,0,0,8,2,0.67,38,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4892,1815000,1928,7003,1223,0.349278331848972,39.25,111,75889,0,4,0,0,4,0,0.82,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2584,2995000,1927,5698,812,0.453520470201037,29.32,227,62538,4,0,0,0,4,0,1.54,44,Urban,Excellent,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2952,1275000,1929,7841,812,0.188246097337006,34.43,124,64819,0,0,0,0,10,5,2.9888,44,Urban,Poor,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6236,1250000,1912,8001,812,0.389700605448259,28.14,95,106572,0,1,1,1,4,1,0.64,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7600,5175000,1941,16583,812,0.394975858834301,34.46,325.44,106572,0,0,0,0,10,8,1.31,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15630,3400000,1922,7484,812,0.696188255718365,30.25,95,106572,2,0,0,0,16,26,1.02,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3389,1400000,1919,5997,812,0.565116645144766,43.4,85,106572,1,2,1,0,8,0,0,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5237,1350000,1939,7014,812,0.373254131601024,60.78,95,106572,0,0,0,0,4,6,0.76,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2568,1e+06,1923,2509,812,0.511746250382614,34.86,143,46542,4,0,0,0,8,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2905,650000,1922,6098,812,0.238259215531943,49.68,37,106572,2,2,0,0,8,0,1.38,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3900,2250000,1915,19166,812,0.203481091910844,60,63,105694,0,0,0,0,16,5,0,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
16727,4500000,1922,17860,812,0.312213039485767,20.41,83,106572,35,0,0,0,22,0,1.32,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6580,2200000,1929,16988,812,0.387323114595842,40.44,159,96686,0,8,1,0,8,0,0,24,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3808,1030000,1930,4055,812,0.4694932924598,63.99,95,106572,6,0,0,0,6,0,2.05,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3870,1825000,1938,6534,812,0.296143250688705,40.37,87,106572,4,1,0,0,5,0,1.29,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4337,1625000,1924,6551,812,0.331073061368032,47.19,74,73155,1,1,2,0,5,1,0.92,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11338,3919487,1923,8407,450,0.593315588582029,41.41,95,106572,24,0,0,0,8,0,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
10253,3550000,1928,12820,812,0.399931106075115,30,94,184750,6,8,0,0,11,0,1.17,47,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8640,2430513,1924,7841,812,0.550964187327824,41.41,95,106572,0,0,0,0,8,19,0,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6350,1775000,1936,7405,794,0.428752768324961,40.83,95,106572,8,0,0,0,8,0,0.75,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2016,1275000,1922,6512,812,0.309571851073827,50,112,58012,6,0,0,0,5,0,2.48,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9468,4510304,1922,8272,812,0.572289025541934,77.04,95,106572,16,0,0,0,8,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6580,4250000,1941,6098,700,0.539485766758494,28.97,158,140166,4,0,0,0,6,7,0.91,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9942,3155000,1921,10890,812,0.803305785123967,18.96,325.44,190010,0,0,0,0,4,10,0.4,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3062,1297500,1917,4774,812,0.641367222322763,36.7,115,101367,4,0,0,0,3,2,0.98,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2429,770000,1923,8934,812,0.271877947956136,32.2,23,25944,3,1,0,0,8,0,2.9888,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5374,4849000,1932,7330,675,0.366574966081243,49.68,128,242935,0,8,0,0,6,0,1.12,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12566,4400000,1942,8233,812,0.763163136900511,49.68,176,163680,10,0,0,0,8,10,1.25,66.8800000000001,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8467,3900000,1927,10702,705,0.395620738188679,49.68,325.44,133823,12,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10200,3450000,1921,5486,638,0.581481191179714,49.68,28,191130,4,0,0,0,8,12,0,66.8800000000001,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9840,3300000,1925,6499,812,0.679179217916052,49.68,288,178224,0,0,0,0,8,20,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4928,3150000,1926,6534,1235,0.377104377104377,49.68,66,141750,0,4,0,0,8,0,1.25,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7884,2750000,1931,9143,812,0.431150314946446,49.68,101,102025,1,5,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9408,2600000,1922,7003,588,0.671711068281915,49.68,253,124800,0,0,0,0,1,16,0.11,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7020,2450000,1927,7405,812,0.47400520352379,49.68,144,149422,1,1,0,0,5,12,0.71,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15362,2375000,1939,13939,850,0.551035927456382,49.68,325.44,135208,5,12,0,0,8,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4397,2350000,1939,9387,812,0.468404781840766,49.68,81,97341,0,0,0,0,3,5,1,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5002,2195000,1926,8756,812,0.285647063123318,49.68,164,106572,0,5,0,0,8,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5716,2150000,1928,6475,812,0.441388598027496,49.68,70,132235,0,0,0,0,5,5,0.87,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5385,2125000,1936,10019,673,0.268794666027868,49.68,57,106250,6,0,2,0,7,0,1.3,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4944,2050000,1936,23522,812,0.210182634425059,49.68,49,60927,9,0,0,0,8,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4400,2e+06,1935,30928,812,0.142267747901551,49.68,129,106572,0,4,1,0,6,0,1.36,6,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4046,1800000,1944,7841,812,0.258009386797266,49.68,45,106572,0,0,0,0,7,4,1.73,44,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4000,1750000,1924,6490,812,0.308145518639722,49.68,44,67211,2,2,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4889,1750000,1929,6900,987,0.35435275621226,49.68,65,106572,0,5,0,0,6,0,1.23,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2840,1699000,1940,8875,812,0.15999996394367,49.68,32,78757,2,2,0,0,7,0,2.46,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9260,1695000,1939,12425,840,0.372635484990718,49.68,60,71677,8,2,0,0,10,0,1.08,44,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3540,1650000,1912,7516,812,0.235497072452071,49.68,77,83160,0,1,2,0,3,0,0.85,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
4312,1599000,1911,11019,812,0.195662375677025,49.68,101,106572,0,0,0,2,8,0,0.93,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
